AREA_TITLE,NAICS_TITLE,OCC_TITLE,A_MEAN,A_PCT10,A_PCT25,A_MEDIAN,A_PCT75,A_PCT90
Pennsylvania,Motion Picture and Video Industries,Computer and Mathematical Occupations,78640,37440,46750,61840,92970,151300
Rhode Island,Motion Picture and Video Industries,All Occupations,70300,31200,33780,53690,99060,136360
South Carolina,Motion Picture and Video Industries,All Occupations,54950,20900,22440,35480,61790,135200
South Dakota,Motion Picture and Video Industries,All Occupations,42680,26260,26900,28250,46720,83820
Tennessee,Motion Picture and Video Industries,All Occupations,68700,22660,34510,56620,82870,129590
Tennessee,Motion Picture and Video Industries,Computer and Mathematical Occupations,73760,44600,64800,76950,83650,96530
Texas,Motion Picture and Video Industries,All Occupations,45630,21840,24320,29500,49990,83990
Texas,Motion Picture and Video Industries,Computer and Mathematical Occupations,122650,65460,67660,107160,171880,199780
Utah,Motion Picture and Video Industries,All Occupations,68170,23510,26950,48730,96120,133080
Utah,Motion Picture and Video Industries,Computer and Mathematical Occupations,124400,80690,101350,132980,133940,164090
Utah,Motion Picture and Video Industries,Data Scientists,128060,102700,104700,133080,133110,133130
Vermont,Motion Picture and Video Industries,All Occupations,66600,29850,31200,44670,82490,156200
Virginia,Motion Picture and Video Industries,All Occupations,50330,27290,30030,35810,50340,91270
Virginia,Motion Picture and Video Industries,Computer and Mathematical Occupations,89960,49930,60450,93730,109990,110020
Washington,Motion Picture and Video Industries,All Occupations,70060,35300,37950,46900,80540,134260
Washington,Motion Picture and Video Industries,Computer and Mathematical Occupations,97330,60630,70120,79540,123090,157290
West Virginia,Motion Picture and Video Industries,All Occupations,41480,18750,20270,27590,35820,64280
Wisconsin,Motion Picture and Video Industries,All Occupations,39600,21600,22720,27880,44710,76810
Wyoming,Motion Picture and Video Industries,All Occupations,36820,21860,27420,29630,36850,53080
Guam,Motion Picture and Video Industries,All Occupations,25680,19240,19240,20860,26320,38890
Puerto Rico,Motion Picture and Video Industries,All Occupations,31990,21840,21840,24720,37910,48300
Alabama,Motion Picture and Video Exhibition,All Occupations,29210,20570,21740,22430,30530,50010
Arizona,Motion Picture and Video Exhibition,All Occupations,38750,30580,31500,34030,39780,48000
Arkansas,Motion Picture and Video Exhibition,All Occupations,29710,22940,24300,26630,28770,41890
California,Motion Picture and Video Exhibition,All Occupations,42110,34600,35640,37230,43130,50850
Colorado,Motion Picture and Video Exhibition,All Occupations,39450,30800,31560,36240,42600,49040
Connecticut,Motion Picture and Video Exhibition,All Occupations,38530,34010,34410,35020,36310,48220
Delaware,Motion Picture and Video Exhibition,All Occupations,36760,31200,31200,31200,36920,46110
Florida,Motion Picture and Video Exhibition,All Occupations,35160,27580,28390,29350,35500,46480
Georgia,Motion Picture and Video Exhibition,All Occupations,31470,16970,21870,26770,34460,46180
Hawaii,Motion Picture and Video Exhibition,All Occupations,36520,29120,29420,31080,38480,49780
Idaho,Motion Picture and Video Exhibition,All Occupations,30940,20870,23780,29650,34000,37270
Illinois,Motion Picture and Video Exhibition,All Occupations,35680,31200,31200,32820,35150,45410
Indiana,Motion Picture and Video Exhibition,All Occupations,31270,20970,22940,25080,28770,43850
Iowa,Motion Picture and Video Exhibition,All Occupations,27160,16490,20230,24180,31080,39380
Kansas,Motion Picture and Video Exhibition,All Occupations,30960,22790,24180,27210,32380,43340
Kentucky,Motion Picture and Video Exhibition,All Occupations,29070,18470,22070,26860,33190,39580
Louisiana,Motion Picture and Video Exhibition,All Occupations,30060,19310,22450,28120,33980,44670
Maine,Motion Picture and Video Exhibition,All Occupations,40380,30840,33580,36530,43270,54480
Maryland,Motion Picture and Video Exhibition,All Occupations,39900,31200,32150,34460,38390,49940
Massachusetts,Motion Picture and Video Exhibition,All Occupations,38800,32070,33090,33940,38310,48160
Michigan,Motion Picture and Video Exhibition,All Occupations,31170,25960,26930,27890,33400,39270
Minnesota,Motion Picture and Video Exhibition,All Occupations,29810,23810,24130,26750,30120,38700
Mississippi,Motion Picture and Video Exhibition,All Occupations,25280,18960,20830,22030,25620,34560
Missouri,Motion Picture and Video Exhibition,All Occupations,34600,28600,28600,29550,35380,44060
Montana,Motion Picture and Video Exhibition,All Occupations,31760,22230,22330,30010,35370,46240
Nebraska,Motion Picture and Video Exhibition,All Occupations,32530,28080,28080,28080,35100,39330
Nevada,Motion Picture and Video Exhibition,All Occupations,34320,27420,28150,28710,34470,46570
New Hampshire,Motion Picture and Video Exhibition,All Occupations,32760,26530,28430,30540,35060,40380
New Jersey,Motion Picture and Video Exhibition,All Occupations,41130,32220,33070,36360,39920,54520
New Mexico,Motion Picture and Video Exhibition,All Occupations,31210,26680,27540,28230,29810,36860
New York,Motion Picture and Video Exhibition,All Occupations,41280,32600,34550,37020,41440,54960
North Carolina,Motion Picture and Video Exhibition,All Occupations,31150,21930,23380,27170,33540,42990
North Dakota,Motion Picture and Video Exhibition,All Occupations,31640,20930,23060,28550,34960,43060
Ohio,Motion Picture and Video Exhibition,All Occupations,29710,22910,24250,27220,30170,39520
Oklahoma,Motion Picture and Video Exhibition,All Occupations,28630,18650,22000,26510,29480,40180
Oregon,Motion Picture and Video Exhibition,All Occupations,39820,30770,33510,34910,43350,49300
Pennsylvania,Motion Picture and Video Exhibition,All Occupations,30230,20970,22920,27610,32720,44990
Rhode Island,Motion Picture and Video Exhibition,All Occupations,37140,31200,31200,31990,35930,46490
South Carolina,Motion Picture and Video Exhibition,All Occupations,27580,20630,21540,23840,30350,37850
South Dakota,Motion Picture and Video Exhibition,All Occupations,30570,25990,26560,27700,28900,36010
Tennessee,Motion Picture and Video Exhibition,All Occupations,28030,19770,21480,25300,32600,37490
Texas,Motion Picture and Video Exhibition,All Occupations,30680,21170,23140,26720,34160,43860
Utah,Motion Picture and Video Exhibition,All Occupations,29990,22490,23480,25710,28650,42890
Vermont,Motion Picture and Video Exhibition,All Occupations,34870,29640,29850,31200,36080,46550
Virginia,Motion Picture and Video Exhibition,All Occupations,35930,26970,28210,31620,37690,46800
Washington,Motion Picture and Video Exhibition,All Occupations,42650,34820,36340,39100,44380,54860
West Virginia,Motion Picture and Video Exhibition,All Occupations,33050,18710,19280,23410,28350,35850
Wisconsin,Motion Picture and Video Exhibition,All Occupations,28180,21150,22450,24960,29660,37690
Wyoming,Motion Picture and Video Exhibition,All Occupations,31110,21320,26380,28370,34250,43850
Puerto Rico,Motion Picture and Video Exhibition,All Occupations,23750,21840,21840,21840,21840,27990
Alabama,Sound Recording Industries,All Occupations,63030,26000,35180,47310,82830,121310
Arizona,Sound Recording Industries,All Occupations,84650,30580,30580,66690,132110,146990
Arkansas,Sound Recording Industries,All Occupations,54940,40470,41550,44370,53860,93970
California,Sound Recording Industries,All Occupations,99820,42910,54670,78630,100370,165730
California,Sound Recording Industries,Computer and Mathematical Occupations,82420,59080,72950,74770,87950,107760
Colorado,Sound Recording Industries,All Occupations,70620,40070,54330,60630,76200,97160
Connecticut,Sound Recording Industries,All Occupations,83610,40580,49680,55460,97410,201900
District of Columbia,Sound Recording Industries,All Occupations,111250,50090,61300,99100,126250,222830
Florida,Sound Recording Industries,All Occupations,119040,43590,56230,85390,135350,279430
Georgia,Sound Recording Industries,All Occupations,57060,26330,36240,53720,71570,98850
Illinois,Sound Recording Industries,All Occupations,87020,37010,45050,60160,123950,159840
Indiana,Sound Recording Industries,All Occupations,74860,23760,46040,52810,85040,149990
Kentucky,Sound Recording Industries,All Occupations,76820,31090,44380,62030,99380,136470
Louisiana,Sound Recording Industries,All Occupations,101340,30140,44520,76320,121370,223040
Maryland,Sound Recording Industries,All Occupations,107150,63380,65630,114400,123180,164150
Massachusetts,Sound Recording Industries,All Occupations,87750,44360,54820,76380,113430,147890
Michigan,Sound Recording Industries,All Occupations,64800,31950,42220,49490,72750,100280
Minnesota,Sound Recording Industries,All Occupations,93410,47230,54290,75210,115830,163810
Missouri,Sound Recording Industries,All Occupations,78480,35690,44020,62790,101460,137310
Nevada,Sound Recording Industries,All Occupations,70130,33620,40090,60010,86640,130590
New Jersey,Sound Recording Industries,All Occupations,88480,41530,46930,62020,118290,178550
New York,Sound Recording Industries,All Occupations,128980,49760,65630,94380,153850,215480
New York,Sound Recording Industries,Computer and Mathematical Occupations,93640,65060,71400,82810,103330,141180
North Carolina,Sound Recording Industries,All Occupations,66000,25500,35390,47570,68070,129360
Ohio,Sound Recording Industries,All Occupations,86280,35920,58830,80000,99990,136160
Oklahoma,Sound Recording Industries,All Occupations,70040,33930,44050,60260,80680,125450
Oregon,Sound Recording Industries,All Occupations,81610,46130,51910,75010,102000,124860
Pennsylvania,Sound Recording Industries,All Occupations,45410,22910,32670,44270,52880,67690
South Carolina,Sound Recording Industries,All Occupations,70090,34190,44790,55680,74610,122480
Tennessee,Sound Recording Industries,All Occupations,93410,44660,52550,67890,105770,162420
Tennessee,Sound Recording Industries,Computer and Mathematical Occupations,107130,54590,65250,105160,141940,164940
Texas,Sound Recording Industries,All Occupations,67460,38700,45030,57560,72600,108380
Utah,Sound Recording Industries,All Occupations,54510,31310,38590,48660,52070,101960
Virginia,Sound Recording Industries,All Occupations,89130,39810,49490,65000,99530,161140
Washington,Sound Recording Industries,All Occupations,109300,47560,60800,96680,131300,176860
Wisconsin,Sound Recording Industries,All Occupations,82290,40250,49650,74550,101400,134330
Puerto Rico,Sound Recording Industries,All Occupations,49680,21840,28450,40570,57320,78190
Alabama,Publishing Industries,All Occupations,88550,33040,47160,72240,122010,171460
Alabama,Publishing Industries,Computer and Mathematical Occupations,105470,48070,71590,99730,133580,174580
Alabama,Publishing Industries,Data Scientists,117980,80210,102450,122290,129260,154660
Alaska,Publishing Industries,All Occupations,66240,33210,39910,55550,76640,126070
Arizona,Publishing Industries,All Occupations,105730,37420,57860,93220,136070,181020
Arizona,Publishing Industries,Computer and Mathematical Occupations,118260,55670,78040,108320,152860,189990
Arkansas,Publishing Industries,All Occupations,59250,26390,35630,46140,63540,108410
Arkansas,Publishing Industries,Computer and Mathematical Occupations,92110,37390,57950,81280,124270,146580
California,Publishing Industries,All Occupations,160850,64600,98890,156430,211750,278990
